"id","time","gender","age","sid"
1,"14:37","1",2,1
2,"14:37","1",2,1
3,"14:37","1",1,3
4,"14:37","1",4,2
5,"14:37","1",1,2
1,"14:44","1",2,1
7,"14:44","1",5,5
1,"14:47","1",2,1
