"id","time","gender","age","sid"
1,"15:34","1",15,0
2,"15:34","1",20,1
3,"15:34","0",50,1
4,"15:34","1",25,2
5,"15:34","1",43,2
6,"15:35","0",45,8
7,"15:35","0",15,5
8,"15:35","0",15,3
